Status,Month,Agency,Advertiser,Campaign Name,Device,%Savings,TG,Mobile / CTV,Paid/Test,Campaign id,IO id,Line Item ID,Line Item Name,Start Date,End Date,Markets,Planned Reach 1+,Planned Reach 3+,Del Reach 1+,Planned Freq,Del Freq,Planned Budget,Planned Impressions,Del Impressions,Planned views,Deliverd Views,Pld Complete Views,Del Complete Views,Planned CPV,Del Cpv,Planned CPCV,Deliverd CPCV,Planned CPM - Non Bidvid,"Del Cpm/
Bidvid  cpm",Media plan Sheet Link,Paused Date,Reason,
Delivered,,,,Muesli,YT NSK,,Demo (F 25-44) | Geo | NCCS AB,CTV,,56235592,1023867255,23203846040,YT|NonSkip|Saffola|Muesli|F|25|44|AllHHI|VTR|Sustenance|20Sec|Bangalore|CTV|Nov_2025 - TF,1-11-2025,30-11-2025,Karnataka,300651,"1,48,209",,4,,186403,1202604,,,,,,,,,,155,88,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,Madison,Marico,Nihar Aloe Hair Oil,YT NSK,,F 25-44 ABCDE,CTV,,56269641,1023877478,23203642515,Nonskip+CTV_UP+UK_line item,1-11-2025,30-11-2025,UP+UTT,1757158,"7,69,635",,5,,1054295,8785790,,,,,,,,,,120,76,https://docs.google.com/spreadsheets/d/1sD7Q2S7h6YZSuPANwVd0SK5YJrISL4SRw1yXLFieJa4/edit?usp=sharing,,,
Delivered,A/B Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Nov 2025,Dentsu/Amnet,Sattva,Aeropolis (Bidivid),,,,,Test,,1023960244,23230763445,,7-11-25,7-12-25,Bengaluru,1388889,,,4.5,,625000,6250000,,2500000,,,,0.25,0.12,,,105,,,,,
,,,,Aeropolis (BAU),,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,
Delivered,,,,Lumina (Bidvid),,,,,Test,,1023991502,23230762521,,7-11-25,7-12-25,Bengaluru,533334,,,7.5,,400000,4000000,,1600000,,,,0.25,0.12,,,105,,,,,
,,,,Lumina (BAU),,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,
Delivered,,,,Simplicity (Bidvid),,,,,Test,,1024346671,23230764408,,7-11-25,7-12-25,Bengaluru,1714285,,,3.5,,600000,6000000,,2400000,,,,0.25,0.12,,,105,,,,,
Delivered,,,,Simplicity (BAU),,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,A/BTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,Nov 2025,Group M,Haier,Water Heater,,,,,Test,56279692,1024085270,,,11-11-25,31-12-25,,3294117,,,3.5,,1210588,11529410,,8647057,,,,,,,,105,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Nov 2025,Madison,Jyothy Labs,Ujala Detergent Liquid,Smartphone,,F 25-44 + HHI Top 50%,,Paid,56280427,1024088312,23256740782,Est 217_Ujala Liquid Detergent_OND'25 - Kerala - Reach,11/11/25,21/12/25,Kerala,1725275,,,5,,785000,8626374,,,,,,,,,,99,,,,,
Delivered,,,,,Smartphone,,,,,,,23252567162,Est 217_Ujala Liquid Detergent_OND'25 - Kerala - TF,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,,,,,Smartphone,,F 25-44 + HHI Top 50%,,,,1024089548,23247514308,Est 217_Ujala Liquid Detergent_OND'25 - Tamil Nadu - Reach,11/11/25,21/12/25,Tamilnadu,1398058,,,5,,720000,6990291,,,,,,,,,,103,,,,,
Delivered,,,,,Smartphone,,,,,,,23247514758,Est 217_Ujala Liquid Detergent_OND'25 - Tamil Nadu - TF,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skip,A/B Test,LS Digital,Axis Mutual Fund,Axis Mutual Fund (BAU),,,MF 35-64,,Test,56317147,1024639705,23278587264,Axis MF- Index Fund Campaign- BAU-Nov'25,20/11/25,21/12/25,Pan India," 55,55,556 ",,,1.2,,200000,6666667,,3333333,,,,0.06,,,,,,Axis MF- Index Fund- Media Plan- Nov'25 v2.xlsx,,,
Skip,Nov 2025,LS Digital,Axis Mutual Fund,Axis Mutual Fund (Bidvid),,,MF 35-64,,Test,,1024645360,23288148403,Axis MF- Index Fund Campaign- BidVid- Nov'25,20/11/25,21/12/25,Pan India," 55,55,556 ",,,1.2,,200000,6666667,,3333333,,,,0.06,,,,,,,,Opted out because of low fitscore,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,A/B Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITC_Mediaplan_Bidvid.docx,,,
Delivered,Nov 2025,Interactive Avenues,ITC,ITC Dark Fantasy,CTV+ Mobile,,25-44 F| HHI Top 20%| Parent,,Test,56346003,1024327170,23292382759,Maharashtra (city list)_CAM-11399|||NOV|||Tar-93,21/11/25,21/12/25,Maharashtra (city list),907029,,,3,,200000,2721088,,952381,,,,0.21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,A/B Test/Nov 2025,Group M,Aditya Birla,Aditya Birla Sunlife Mutual Fund,Trueview Instream (Mobile +Desktop),,22-45 M/F P1+P2,,Test,,,,,24/11/25,15/12/25,P1+P2,4500000,,,2,,1134000,9000000,,4050000,,,,0.28,,,,,,ABSLMF_SIP+SWP_Plan_17th Nov_rev.xlsx,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,Dec-25,Madison,Zouk,Bagful Campaign,,,,CTV,,56340784,1024570262,,,4/12/25,31/12/25,Banglore,"14,32,200",,,3,,"331,188","4,010,160",,,,,,,,,,97,,Zouk Budget Bagful Media Plan Dec - V4 - Bidvid (1).xlsx,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024697162,,,4/12/25,31/12/25,,"13,47,136",,,1.5,,"77,797",,,"7,07,246",,,,0.11,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024703105,,,4/12/25,31/12/25,,"8,08,282",,,2,,217363,"20,12,621",,,,,,,,,,135,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024556562,,,4/12/25,31/12/25,Mumbai,"22,96,800",,,3,,618482,"75,79,440",,,,,,,,,,102,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024726986,,,4/12/25,31/12/25,,"22,65,503",,,1.5,,104621,,,"11,89,389",,,,0.13,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024733127,,,4/12/25,31/12/25,,"13,59,302",,,2,,341173,"33,84,661",,,,,,,,,,126,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024615458,,,4/12/25,31/12/25,Delhi,"38,56,500",,,3,,1035540,"1,31,12,100",,,,,,,,,,93,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025066155,,,4/12/25,31/12/25,,"31,67,338",,,2,,243885,,,"22,17,137",,,,0.11,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024720011,,,4/12/25,31/12/25,,"19,00,403",,,2,,495914,"47,32,004",,,,,,,,,,131,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024610361,,,4/12/25,31/12/25,Chennai,"8,24,000",,,3,,139942,"23,07,200",,,,,,,,,,70.4,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025066161,,,4/12/25,31/12/25,,"5,80,096",,,2,,"32,485",,,"4,06,067",,,,0.08,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024733232,,,4/12/25,31/12/25,,"3,48,058",,,2,,"72,661","8,66,663",,,,,,,,,,104.8,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024586519,,,4/12/25,31/12/25,Pune,"6,34,600",,,3,,111547,"17,13,420",,,,,,,,,,77,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025064091,,,4/12/25,31/12/25,,"4,18,836",,,2,,"26,387",,,"2,93,185",,,,0.09,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025071786,,,4/12/25,31/12/25,,"2,51,302",,,2,,"68,081","6,25,741",,,,,,,,,,136,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024613271,,,4/12/25,31/12/25,Hyderabad,"13,53,000",,,3,,231284,"43,29,600",,,,,,,,,,61,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024726803,,,4/12/25,31/12/25,,"10,77,982",,,2,,"52,821",,,"7,54,587",,,,0.07,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024702049,,,4/12/25,31/12/25,,"6,46,789",,,2,,164916,"16,10,505",,,,,,,,,,128,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024618047,,,4/12/25,31/12/25,Kolkata,"5,93,400",,,3,,142871,"17,80,200",,,,,,,,,,94,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025066014,,,4/12/25,31/12/25,,"3,98,426",,,2,,"33,468",,,"2,78,898",,,,0.12,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024733553,,,4/12/25,31/12/25,,"2,39,055",,,2,,"59,049","5,95,248",,,,,,,,,,124,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024619628,,,4/12/25,31/12/25,Ahmedabad,"5,86,019",,,3,,135018,"18,75,261",,,,,,,,,,84,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025066017,,,4/12/25,31/12/25,,"4,50,063",,,2,,"31,504",,,"3,15,044",,,,0.1,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024703849,,,4/12/25,31/12/25,,"2,70,038",,,2,,"67,333","6,72,394",,,,,,,,,,126,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024598708,,,4/12/25,31/12/25,Coimbatore,"1,43,860",,,3,,"22,245","3,74,037",,,,,,,,,,71,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025066011,,,4/12/25,31/12/25,,"75,876",,,2,,"5,311",,,"53,113",,,,0.1,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024704077,,,4/12/25,31/12/25,,"45,526",,,2,,"10,019","95,604",,,,,,,,,,131,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024622205,,,4/12/25,31/12/25,Lucknow,"5,34,870",,,3,,129667,"16,04,610",,,,,,,,,,94,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024726806,,,4/12/25,31/12/25,,"4,78,836",,,1.5,,"30,167",,,"2,51,389",,,,0.12,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025071375,,,4/12/25,31/12/25,,"2,87,302",,,2,,"70,966","7,15,381",,,,,,,,,,124,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024971871,,,4/12/25,31/12/25,Indore,"4,32,000",,,3,,110643,"12,96,000",,,,,,,,,,99,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1025066158,,,4/12/25,31/12/25,,"3,49,127",,,1.5,,"25,661",,,"1,83,291",,,,0.14,,,,,,,,,
Active,Dec-25,,,Bagful Campaign,,,,CTV,,56340784,1024733664,,,4/12/25,31/12/25,,"2,09,476",,,2,,"53,829","5,21,595",,,,,,,,,,129,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,Dec-25,Madison,Zouk,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1025112181,,,11/12/25,31/12/25,Bangalore,"10,21,428",,,2,,"294,171",,,"9,80,571",,,,0.11,,,,,,Zouk Budget Xmas Media Plan Dec - V4 - Bidvid (1).xlsx,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024784778,,,11/12/25,31/12/25,,"2,74,982",,,3,,"123,742","8,24,947",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024776648,,,11/12/25,31/12/25,Mumbai,"21,72,309",,,2,,"625,625",,,"20,85,416",,,,0.14,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1025123380,,,11/12/25,31/12/25,,"5,41,389",,,3,,"243,625","16,24,166",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024671815,,,11/12/25,31/12/25,Delhi,"27,72,741",,,2,,"798,549",,,"26,61,832",,,,0.12,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024743233,,,11/12/25,31/12/25,,"6,46,239",,,3,,"290,808","19,38,718",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024778532,,,11/12/25,31/12/25,Chennai,"10,46,746",,,2,,"251,219",,,"8,37,396",,,,0.12,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024784958,,,11/12/25,31/12/25,,"1,03,824",,,3,,"46,721","3,11,472",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024772562,,,11/12/25,31/12/25,Pune,"6,02,569",,,2,,"144,617",,,"4,82,055",,,,0.1,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024784772,,,11/12/25,31/12/25,,"77,104",,,3,,"34,697","2,31,312",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024778268,,,11/12/25,31/12/25,Hyderabad,"9,37,484",,,2,,"224,996",,,"7,49,987",,,,0.12,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024784961,,,11/12/25,31/12/25,,"1,85,554",,,3,,"83,499","5,56,663",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024744205,,,11/12/25,31/12/25,Kolkata,"1,15,500",,,2,,"27,720",,,"92,400",,,,0.12,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024784775,,,11/12/25,31/12/25,,"91,553",,,3,,"41,199","2,74,659",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024745129,,,11/12/25,31/12/25,Ahmedabad,"4,85,967",,,2,,"138,072",,,"4,47,090",,,,0.1,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024784781,,,11/12/25,31/12/25,,"88,405",,,3,,"39,782","2,65,216",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024781367,,,11/12/25,31/12/25,Coimbatore,"1,34,246",,,2,,"28,997",,,"96,657",,,,0.1,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024776885,,,11/12/25,31/12/25,,"17,633",,,3,,"7,935","52,900",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1024733639,,,11/12/25,31/12/25,Lucknow,"1,86,290",,,2,,"40,239",,,"1,34,129",,,,0.09,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1025123314,,,11/12/25,31/12/25,,"1,10,030",,,3,,"49,514","3,30,091",,,,,,,,,,135,,,,,
Active,Dec-25,,,Xmas campaign,,,Affinity+ Inmarket+Custom Intent+ Custom Url,All Devices,,56383076,1025119546,,,11/12/25,31/12/25,Indore,"1,77,190",,,2,,"38,273",,,"1,27,577",,,,0.08,,,,,,,,,
Active,Dec-25,,,Xmas campaign,,,Targeting Bagful Campaign Cookie Pool,CTV,,56383076,1024751675,,,11/12/25,31/12/25,,"88,869",,,3,,"39,991","2,66,606",,,,,,,,,,135,,,,,
,A/BTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delivered,Dec-25,,,B4U Movies (BAU),,,Bhojpuri speaking NRI audience,All Devices,,,,,,18/12/25,24/12/25,NRI,,,,,,50000,,,,,,,0.3,,,,,,,,,
Delivered,,,,B4U Movies (Bidvid),,,,,,,1025218678,,,18/12/25,24/12/25,NRI,,,,,,40000,,,,,,,,,,,,,,,,
,Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,,Dentsu,Lenovo,Lenovo (BAU),,,,,Test,56420834,1024937840,,,22/12/25,31/12/25,Australia,,,,,,"$4,000",,,,,,,,,,,$11,,,,,
Active,,,,Lenovo (Bidvid),,,,,Test,56420834,1025357209,,,22/12/25,31/12/25,Australia,,,,,,"$4,000",,,,,,,,,,,$11,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A/BTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Active,,WPP(Indonesia),HUL ,Pond's (BAU),,,,,Test,55866123,1025331025,,,22/12/25,31/12/25,Indonesia,6124018,,,,,Idr 186675000,,,,,4302392,,,,Idr 43,,,,,,,
Active,,WPP(Indonesia),HUL ,Pond's (Bidvid),,,,,Test,55866123,1024902463,,,22/12/25,31/12/25,Indonesia,6124018,,,,,Idr 186675000,,,,,4302392,,,,Idr 43,,,,,,,
